,code,name,cur_price,volume,high_price,low_price
003550,003550,LG,78400,340909,78500,75800
003555,003555,LG우,44100,3256,44400,-43700
003560,003560,IHQ,2255,5148924,2310,2235
003570,003570,S&T중공업,-7070,6945,7220,-7060
003580,003580,넥스트사이언스,7050,427287,7190,6780
003610,003610,방림,2410,14677,2450,-2380
003620,003620,쌍용차,5190,121257,5210,-5100
003650,003650,미창석유,77800,406,78200,-77500
003680,003680,한성기업,6380,5955,6390,-6320
003690,003690,코리안리,-8740,173559,8850,-8700
003720,003720,삼영화학,819,79921,826,-816
003780,003780,진양산업,-4055,249987,4150,-3970
003830,003830,대한화섬,110500,966,111500,-109000
003850,003850,보령제약,10200,239886,10350,-9990
003920,003920,남양유업,629000,409,629000,-620000
003925,003925,남양유업우,208000,5,208000,207000
003960,003960,사조대림,23000,7888,23150,-22850
004000,004000,롯데정밀화학,49950,214556,50400,48200
004020,004020,현대제철,49900,209191,50300,49450
004060,004060,SG세계물산,-816,381337,835,-815
004080,004080,신흥,11000,4766,11000,-10100
004090,004090,한국석유,158500,1778,159500,157500
004100,004100,태양금속,1545,223761,1570,-1535
004105,004105,태양금속우,3560,33232,3585,-3520
004140,004140,동방,1980,827688,2030,-1940
004150,004150,한솔홀딩스,4940,56866,4970,-4870
004170,004170,신세계,270000,82116,273000,267500
004200,004200,고려개발,-5040,4231,5080,-4970
004250,004250,NPC,4010,6818,4015,-3965
004255,004255,NPC우,-2235,14432,2260,-2230
004270,004270,남성,-2010,370050,2070,-2010
004310,004310,현대약품,5170,149314,5240,5150
004360,004360,세방,13300,64907,13500,-13050
004365,004365,세방우,-6530,124,6610,-6530
004370,004370,농심,-277000,15182,280500,-275000
004380,004380,삼익THK,13950,42249,14050,13700
004410,004410,서울식품,203,6447001,205,-197
004415,004415,서울식품우,-4220,197602,4275,-4120
004430,004430,송원산업,21950,251800,22100,-21050
004440,004440,대림씨엔에스,12200,59307,12400,11800
004450,004450,삼화왕관,-46650,942,47000,-46300
004490,004490,세방전지,39200,20061,39700,-39000
004540,004540,깨끗한나라,-3375,53965,3415,-3360
004545,004545,깨끗한나라우,-20550,3136,21300,-20150
004560,004560,현대비앤지스틸,10700,52545,10750,10350
004565,004565,현대비앤지스틸우,84300,55008,84300,-64000
004690,004690,삼천리,-98700,2220,99300,-98400
004700,004700,조광피혁,-36950,2850,38000,-36950
004710,004710,한솔테크닉스,-8100,105508,8210,-8030
004720,004720,우리들제약,8450,137540,8470,8300
004770,004770,써니전자,-2890,3492325,3125,-2855
004800,004800,효성,70800,226415,71000,-68800
004830,004830,덕성,-3470,52734,3520,-3425
004835,004835,덕성우,4460,37219,4465,-4300
004840,004840,DRB동일,-6680,27069,6750,-6570
004870,004870,티웨이홀딩스,2810,509413,2820,-2725
004890,004890,동일산업,59300,1660,59500,-58700
004910,004910,조광페인트,7490,19924,7590,-7430
004920,004920,씨아이테크,-558,227220,567,-551
004960,004960,한신공영,19050,39021,19150,-18850
004970,004970,신라교역,-14000,13046,14100,-13800
004980,004980,성신양회,-13700,418653,14100,-13600
004985,004985,성신양회우,15250,119984,15600,-14200
004987,004987,성신양회2우B,18450,9811,18700,-17850
004989,004989,성신양회3우B,-12350,331,12500,-12150
004990,004990,롯데지주,-51400,163699,52500,-51300
00499K,00499K,롯데지주우,-51900,1078,52600,-51600
005010,005010,휴스틸,-13900,55808,14250,-13800
005030,005030,부산주공,600,5653160,661,-553
005070,005070,코스모신소재,16450,380412,16500,-15950
005090,005090,삼광글라스,37800,13967,38400,-37400
005110,005110,한창,-2200,1558731,2305,-2195
005180,005180,빙그레,-69100,12477,69700,-68600
005190,005190,동성화학,14800,4686,15050,14650
005250,005250,녹십자홀딩스,26200,35981,26500,-25700
005257,005257,녹십자홀딩스2우,18150,209,18300,-17700
005300,005300,롯데칠성,1468000,747,1480000,-1452000
005305,005305,롯데칠성우,635000,145,635000,620000
005320,005320,국동,-2935,159554,3020,-2935
005360,005360,모나미,2845,75077,2860,-2800
005380,005380,현대차,-120500,557734,122000,-118500
005385,005385,현대차우,72700,12773,73500,-71900
005387,005387,현대차2우B,-79800,44079,81100,-79700
005389,005389,현대차3우B,-69300,4522,69700,-69000
005390,005390,신성통상,995,217110,998,-978
005420,005420,코스모화학,17400,364216,17500,-16400
005430,005430,한국공항,47550,4004,48000,-47100
005440,005440,현대그린푸드,-13750,172215,13900,-13700
005450,005450,신한,4945,0,0,0
005490,005490,POSCO,-262500,268580,267500,-262000
005500,005500,삼진제약,-40200,63842,41200,-40050
005610,005610,SPC삼립,117000,6748,117000,116000
005680,005680,삼영전자,12900,46634,13050,-12850
005690,005690,파미셀,-12000,1447740,12150,-11850
005720,005720,넥센,-5950,22347,6010,-5890
005725,005725,넥센우,-3730,3,3735,-3700
005740,005740,크라운해태홀딩스,14700,114767,15050,14500
005745,005745,크라운해태홀딩스우,14250,13768,14350,-13850
005750,005750,대림B&Co,-5190,29940,5300,-5130
005800,005800,신영와코루,-141000,645,-141000,-137000
005810,005810,풍산홀딩스,-38100,3710,38400,-37800
005820,005820,원림,-18800,1341,19000,-18550
005830,005830,DB손해보험,71900,89714,72300,-70800
005850,005850,에스엘,20000,42552,20200,-19700
005870,005870,휴니드,9200,160702,9650,-9080
005880,005880,대한해운,23500,63350,23500,23100
005930,005930,삼성전자,46200,8183728,46850,-45850
005935,005935,삼성전자우,36900,1041468,37450,-36750
005940,005940,NH투자증권,13300,479848,13500,13250
005945,005945,NH투자증권우,8730,11121,8740,8690
005950,005950,이수화학,10200,39453,10200,-9990
005960,005960,동부건설,8620,30490,8680,-8520
005965,005965,동부건설우,17550,2604,17800,-16900
006040,006040,동원산업,-227000,1213,231500,-226500
006060,006060,화승인더,7470,342524,7500,-7170
006090,006090,사조오양,9740,27669,9780,-9670
006110,006110,삼아알미늄,-4760,24926,4810,-4730
006120,006120,SK디스커버리,29700,40108,30050,-28850
006125,006125,SK디스커버리우,16050,3978,16100,-15700
006200,006200,한국전자홀딩스,829,135801,835,-820
006220,006220,제주은행,4925,34166,4940,-4870
006260,006260,LS,55300,127373,55700,-53700
006280,006280,녹십자,147500,25120,148500,-145000
006340,006340,대원전선,1995,737401,2035,1980
006345,006345,대원전선우,4365,28460,4365,-4190
006360,006360,GS건설,-46000,272557,46450,-45700
006370,006370,대구백화점,-10300,43349,10750,-10200
006380,006380,카프로,5340,380919,5340,-5060
006390,006390,한일현대시멘트,52900,36945,53400,-52400
006400,006400,삼성SDI,245000,448850,245000,237000
006405,006405,삼성SDI우,96700,3488,96700,95300
006490,006490,인스코비,-5910,757766,6050,-5910
006570,006570,대림통상,-4520,1471,-4675,-4520
006650,006650,대한유화,178000,64778,178500,170500
006660,006660,삼성공조,9780,4679,9850,-9660
006740,006740,영풍제지,3580,18521,3590,-3535
006800,006800,미래에셋대우,7470,1336313,7590,7420
006805,006805,미래에셋대우우,4135,24216,4150,-4090
00680K,00680K,미래에셋대우2우B,3725,172974,3730,3685
006840,006840,AK홀딩스,54400,9486,55000,54200
006880,006880,신송홀딩스,4655,8587,4680,-4600
006890,006890,태경화학,5450,95267,5470,-5390
006980,006980,우성사료,-2870,117371,2940,-2855
007070,007070,GS리테일,36500,94528,36500,-36050
007110,007110,일신석재,3860,21381777,3970,3730
007120,007120,미래아이앤지,527,171574,540,-520
007160,007160,사조산업,58500,4091,59300,-58000
007210,007210,벽산,-2715,157090,2750,-2710
007280,007280,한국특수형강,2230,59332,2270,-2200
007310,007310,오뚜기,-776000,6427,-790000,-770000
007340,007340,디티알오토모티브,31750,2235,32150,-31450
007460,007460,에이프로젠 KIC,-2710,5512193,2875,-2710
007540,007540,샘표,37350,12531,37500,-36350
007570,007570,일양약품,29700,29657,29850,29500
007575,007575,일양약품우,19950,2091,20000,-19350
007590,007590,동방아그로,-7610,44433,7770,-7450
007610,007610,선도전기,5920,1628242,6190,-5490
007630,007630,폴루스바이오팜,-4230,639665,4380,-4205
007660,007660,이수페타시스,6390,1860228,6580,6110
007690,007690,국도화학,49500,8295,49550,-48650
007700,007700,F&F,64700,418950,70200,-63200
007810,007810,코리아써키트,6520,49819,6600,-6440
007815,007815,코리아써우,2820,1648,2825,-2770
00781K,00781K,코리아써키트2우B,-4360,520,-4415,-4340
007860,007860,서연,-4265,8509,4320,-4240
007980,007980,태평양물산,2940,460012,2950,-2855
008040,008040,사조동아원,-1305,80434,1315,-1295
008060,008060,대덕전자,10600,345879,10700,10450
00806K,00806K,대덕전자1우,5750,2184,5770,-5690
008110,008110,대동전자,3655,14561,3655,-3565
008250,008250,이건산업,12650,93977,12900,-12500
008260,008260,NI스틸,-2765,46467,2795,-2730
008350,008350,남선알미늄,2725,2011110,2730,-2660
008355,008355,남선알미우,27100,5432,27850,-26850
008420,008420,문배철강,3800,593373,3895,3770
008490,008490,서흥,26450,38752,26600,25600
008500,008500,일정실업,21750,1576,21850,-21200
008560,008560,메리츠종금증권,4725,854618,4750,-4710
008600,008600,윌비스,1445,499235,1450,-1415
008700,008700,아남전자,2800,1562097,2870,2780
008730,008730,율촌화학,15300,58273,15400,-14700
008770,008770,호텔신라,78900,1014088,78900,77200
008775,008775,호텔신라우,45350,13245,45400,44300
008870,008870,금비,67900,906,68000,-67000
008930,008930,한미사이언스,77300,40249,77500,-76400
008970,008970,동양철관,-1810,1365005,1855,-1800
009070,009070,KCTC,-4180,258847,4295,-4140
009140,009140,경인전자,30650,3632,31200,-29700
009150,009150,삼성전기,112500,919274,113500,111000
009155,009155,삼성전기우,45500,4073,45800,45200
009160,009160,SIMPAC,2840,47065,2875,-2820
009180,009180,한솔로지스틱스,-1575,148799,1595,-1550
009190,009190,대양금속,-4600,7718,4685,-4560
009200,009200,무림페이퍼,3090,118093,3090,3015
009240,009240,한샘,88000,290666,88400,83200
009270,009270,신원,2835,1551919,2875,2815
009275,009275,신원우,67400,2550,67900,65000
009290,009290,광동제약,-7370,65783,7410,-7360
009310,009310,참엔지니어링,-1735,83881,1760,-1720
009320,009320,대우부품,-2600,699253,2685,-2590
009410,009410,태영건설,-12400,255301,12800,-12350
009415,009415,태영건설우,-6270,8647,6380,-6150
009420,009420,한올바이오파마,37400,295929,37850,37050
009440,009440,KC그린홀딩스,4200,17966,4215,-4160
009450,009450,경동나비엔,51000,79225,51400,-50000
009460,009460,한창제지,3270,2545527,3295,-3150
009470,009470,삼화전기,-23000,94121,23250,-22600
009540,009540,현대중공업,128500,256443,128500,-125000
009580,009580,무림P&P,6210,303750,6210,6090
009680,009680,모토닉,-10800,102789,11100,-10700
009770,009770,삼정펄프,-35400,218,-36300,-35400
009810,009810,엔케이물산,-770,888463,782,-756
009830,009830,한화케미칼,21650,729962,21750,21300
009835,009835,한화케미칼우,12150,4046,12150,-11900
009970,009970,영원무역홀딩스,62900,2719,63200,-61300
010040,010040,한국내화,-9450,1590313,9830,-9350
010050,010050,우리종금,786,1569456,793,-784
010060,010060,OCI,99200,179709,99400,96900
010100,010100,한국프랜지,-1725,59942,1765,-1725
010120,010120,LS산전,51800,124619,51900,-50900
010130,010130,고려아연,434500,30677,435500,-430000
010140,010140,삼성중공업,8830,3180122,8850,-8640
010145,010145,삼성중공우,-49100,2614,49400,-48250
010400,010400,우진아이엔에스,11600,347824,11750,-10950
010420,010420,한솔PNS,1610,254718,1630,-1530
010580,010580,지코,830,564768,830,803
010600,010600,웰바이오텍,-4865,255763,5000,-4860
010620,010620,현대미포조선,61000,163691,61100,-60000
010640,010640,진양폴리,2405,30299,2440,-2380
010660,010660,화천기계,21600,5127,21600,-21050
010690,010690,화신,-2610,24804,2665,-2590
010770,010770,평화홀딩스,-6760,124533,7070,-6760
010780,010780,아이에스동서,33550,85532,33850,-32900
010820,010820,퍼스텍,-3430,435269,3500,-3370
010950,010950,S-Oil,109000,638492,111000,106000
010955,010955,S-Oil우,70700,17731,71700,69400
010960,010960,삼호개발,5740,134813,5780,-5620
011000,011000,진원생명과학,5020,115652,5040,-4940
011070,011070,LG이노텍,106500,155089,107500,105000
011090,011090,에넥스,1470,845774,1500,-1445
011150,011150,CJ씨푸드,2510,125973,2520,-2475
011155,011155,CJ씨푸드1우,28700,955,28750,-28000
011160,011160,두산건설,-1500,863815,1555,-1485
011170,011170,롯데케미칼,312500,291907,313000,300000
011200,011200,현대상선,4430,1235425,4455,4345
011210,011210,현대위아,-40650,137262,40750,-40050
011230,011230,삼화전자,-2995,66284,3085,-2990
011280,011280,태림포장,-4590,276478,4680,-4565
011300,011300,성안,-675,192766,-677,-657
011330,011330,유니켐,-1775,1023670,1820,-1755
011390,011390,부산산업,180500,13177,181500,-176500
011420,011420,갤럭시아에스엠,1930,59022,1950,-1870
011500,011500,한농화성,4360,19000,4360,-4315
011690,011690,유양디앤유,8670,284500,8770,8470
011700,011700,한신기계,-2595,197913,2650,-2575
011760,011760,현대상사,32600,106867,32950,-32100
011780,011780,금호석유,87700,230875,88000,85600
011785,011785,금호석유우,32250,7153,32350,-32000
011790,011790,SKC,42100,196810,42900,41550
011810,011810,STX,-15900,92028,16650,-15850
011930,011930,신성이엔지,-1160,1278625,1200,-1145
012030,012030,DB,-882,1051555,900,-877
012160,012160,영흥철강,1730,17352858,1820,1615
012170,012170,키위미디어그룹,362,1798581,367,-347
012200,012200,계양전기,3820,22871,3845,-3795
012205,012205,계양전기우,11400,482628,11600,-9790
012280,012280,영화금속,-1590,990375,1640,-1575
012320,012320,경동인베스트,48300,12492,49500,-47400
012330,012330,현대모비스,-210000,272761,-213500,-208000
012450,012450,한화에어로스페이스,33150,196439,33150,32500
012510,012510,더존비즈온,42450,119391,42800,-42150
012600,012600,청호컴넷,2780,6586,2790,-2740
012610,012610,경인양행,-6750,329727,6940,-6750
012630,012630,HDC,19350,620873,19600,18800
012690,012690,모나리자,-4025,273683,4070,-3980
012750,012750,에스원,103000,32970,105000,103000
012800,012800,대창,976,237674,981,-966
013000,013000,세우글로벌,1965,1905254,1995,-1945
013360,013360,일성건설,2190,2454366,2305,2170
013520,013520,화승알앤에이,-2055,22824,2090,-2040
013570,013570,디와이,-5830,299497,6070,-5830
013580,013580,계룡건설,-25350,14355,26100,-25200
013700,013700,까뮤이앤씨,1530,1109304,1530,1490
013870,013870,지엠비코리아,-8280,231186,8530,-8260
014130,014130,한익스프레스,5130,32103,5210,-5100
014160,014160,대영포장,-1365,1320812,1395,-1350
014280,014280,금강공업,23550,9496,23950,-23300
014285,014285,금강공업우,35800,30,35950,35750
014440,014440,영보화학,3945,14610,4000,-3910
014530,014530,극동유화,3560,66853,3570,3505
014580,014580,백광소재,3225,126227,3250,-3170
014680,014680,한솔케미칼,89800,75426,92900,89000
014710,014710,사조씨푸드,-6890,47865,7060,-6850
014790,014790,한라,5080,131682,5080,-4985
014820,014820,동원시스템즈,30450,15518,30650,-30200
014825,014825,동원시스템즈우,20900,303,21000,-20700
014830,014830,유니드,46150,18047,46600,-45600
014910,014910,성문전자,-3300,570771,3450,-3200
014915,014915,성문전자우,-15700,119563,17800,-15200
014990,014990,인디에프,-3085,2160855,3215,-3060
015020,015020,이스타코,716,192806,737,715
015230,015230,대창단조,42850,928,43100,42600
015260,015260,에이엔피,560,3746561,567,-530
015350,015350,부산가스,-39650,1455,40000,-39500
015360,015360,예스코홀딩스,-41500,1255,41600,-41450
015540,015540,메디파트너생명공학,-7190,20319,7380,-7150
015590,015590,큐로,550,162114,554,-545
015760,015760,한국전력,-33050,1146918,33700,-32850
015860,015860,일진홀딩스,-3970,106197,3985,-3925
015890,015890,태경산업,5900,41596,5900,-5820
016090,016090,대현,2705,490769,2740,-2615
016360,016360,삼성증권,34000,276898,34250,33700
016380,016380,동부제철,-10000,74873,10450,-9930
016385,016385,동부제철우,-44700,5761,46800,-44050
016450,016450,한세예스24홀딩스,9180,118822,9200,-8740
016580,016580,환인제약,19000,16009,19300,18850
016590,016590,신대양제지,-66200,29407,67300,-65300
016610,016610,DB금융투자,4910,33600,4950,-4855
016710,016710,대성홀딩스,-6490,2465,6570,-6490
016740,016740,두올,3190,109740,3225,-3140
016800,016800,퍼시스,-31000,418,31300,-30950
016880,016880,웅진,2490,1097562,2550,2415
017040,017040,광명전기,3275,378919,3300,-3195
017180,017180,명문제약,5620,139270,5650,-5540
017370,017370,우신시스템,6690,38931,6810,-6630
017390,017390,서울가스,-83600,280,83900,-83200
017550,017550,수산중공업,-2005,481120,2030,-1990
017670,017670,SK텔레콤,259500,195513,260000,255500
017800,017800,현대엘리베이,122000,315619,123500,-120000
017810,017810,풀무원,83700,7558,83700,-81400
017900,017900,광전자,2405,765074,2560,-2310
017940,017940,E1,58400,3566,58800,-58000
017960,017960,한국카본,8150,209976,8290,-8040
018250,018250,애경산업,40700,301496,40750,39950
018260,018260,삼성에스디에스,228000,53007,229000,-225500
018470,018470,조일알미늄,1040,69301,1055,1035
018500,018500,동원금속,909,176539,913,-888
018670,018670,SK가스,82400,20767,82600,81000
018880,018880,한온시스템,12450,493783,12500,12300
019170,019170,신풍제약,8340,1119750,8350,-8040
019175,019175,신풍제약우,6810,4613,6920,-6700
019180,019180,티에이치엔,-2600,122198,-2680,-2575
019440,019440,세아특수강,-14850,112282,15250,-14600
019490,019490,하이트론,3840,7424,3860,-3795
019680,019680,대교,-6510,38415,6540,-6480
019685,019685,대교우B,4455,3257,4480,-4445
020000,020000,한섬,37050,32884,37150,-36600
020120,020120,키다리스튜디오,2845,273506,2900,2680
020150,020150,일진머티리얼즈,43750,381017,43800,42900
020560,020560,아시아나항공,-4260,1384041,4430,-4260
020760,020760,일진디스플,-4115,362982,4370,-4100
021050,021050,서원,1190,62922,1190,-1175
021240,021240,코웨이,-88100,119998,89300,-87000
021820,021820,세원정공,7590,4644,7700,7560
023000,023000,삼원강재,-3000,6537,3040,-3000
023150,023150,MH에탄올,6300,6456,6400,6230
023350,023350,한국종합기술,6650,131543,6650,-6430
023450,023450,동남합성,-69500,3181,71500,-69000
023530,023530,롯데쇼핑,-189500,63828,191000,-188500
023590,023590,다우기술,-21550,129339,22000,-21450
023800,023800,인지컨트롤스,-7910,239870,8120,-7900
023810,023810,인팩,-4420,97099,4590,-4370
023960,023960,에쓰씨엔지니어링,1750,37518,1750,1720
024070,024070,WISCOM,2985,5645,2995,-2955
024090,024090,디씨엠,-10950,5172,11000,-10900
024110,024110,기업은행,14250,1025110,14300,14050
024720,024720,한국콜마홀딩스,35750,147228,36000,-34200
024890,024890,대원화성,1965,157573,1975,-1940
024900,024900,덕양산업,-1385,184823,1400,-1375
025000,025000,KPX케미칼,56500,2236,56700,-55900
025530,025530,SJM홀딩스,-3340,7318,3370,-3340
025540,025540,한국단자,50000,18437,50400,-49300
025560,025560,미래산업,179,1475074,181,178
025620,025620,제이준코스메틱,10750,493691,11000,-10650
025750,025750,한솔홈데코,-1590,733886,1615,-1585
025820,025820,이구산업,-2115,55625,2145,-2105
025860,025860,남해화학,-13600,499372,13950,-13500
025890,025890,한국주강,-2270,36528,2300,-2260
026890,026890,디피씨,6510,1981399,6590,-6320
026940,026940,부국철강,3270,152054,3330,3265
026960,026960,동서,-19000,67490,19200,-18900
027390,027390,한화갤러리아타임월드,30400,20903,30650,-30200
027410,027410,BGF,8240,142391,8260,-8160
027740,027740,마니커,845,1784227,846,-822
027970,027970,세하,1565,216570,1575,-1525
028050,028050,삼성엔지니어링,15700,2137104,15900,-15600
028100,028100,동아지질,19150,121738,19450,-18900
028260,028260,삼성물산,116500,176452,117000,-115500
02826K,02826K,삼성물산우B,72400,1021,72800,-72100
028670,028670,팬오션,4335,1213649,4340,-4270
029460,029460,케이씨,16150,354967,16150,15300
029530,029530,신도리코,50000,5588,50500,-49550
029780,029780,삼성카드,33700,44379,33900,-33450
030000,030000,제일기획,25650,205721,26000,-25400
030200,030200,KT,-28500,545759,28650,-28350
030210,030210,KTB투자증권,3285,223964,3300,-3255
030610,030610,교보증권,-9500,76592,9630,-9450
030720,030720,동원수산,9540,43358,9540,-9380
030790,030790,동양네트웍스,2085,554029,2100,-2025
031430,031430,신세계인터내셔날,208500,51027,210000,-202500
031440,031440,신세계푸드,92700,7204,92700,-91500
031820,031820,콤텍시스템,1585,1036225,1605,-1570
032350,032350,롯데관광개발,14300,104024,14400,-14100
032560,032560,황금에스티,11500,107492,11500,11250
032640,032640,LG유플러스,-14950,1894161,15200,-14850
032830,032830,삼성생명,90300,131052,91000,-90000
033180,033180,필룩스,12250,1853459,12350,11850
033240,033240,자화전자,14450,391577,14650,13850
033250,033250,체시스,-996,211606,1025,-986
033270,033270,유나이티드제약,24700,67233,25000,24150
033530,033530,세종공업,-6970,405619,7200,-6950
033660,033660,아주캐피탈,8750,32945,8800,-8680
033780,033780,KT&G,99700,173780,99800,-98800
033920,033920,무학,14850,27218,14900,-14400
034020,034020,두산중공업,-9080,3678935,-9420,-8990
034120,034120,SBS,23800,33607,23800,-23550
034220,034220,LG디스플레이,19850,2149692,19900,19400
034300,034300,신세계건설,27850,16697,27900,-27250
034310,034310,NICE,18500,39580,18700,-18300
034590,034590,인천도시가스,29150,809,29150,-29050
034730,034730,SK,-279500,145899,282000,-277000
03473K,03473K,SK우,142500,2302,144500,-139000
034830,034830,한국토지신탁,2610,181958,2620,2585
035000,035000,지투알,7920,12504,7970,-7850
035150,035150,백산,7530,669659,7600,6980
035250,035250,강원랜드,32350,477737,32550,-31900
035420,035420,NAVER,-127000,533191,131000,-125500
035510,035510,신세계 I&C,-140500,12038,-142500,-138500
035720,035720,카카오,102000,355745,103000,-101000
036460,036460,한국가스공사,-53800,127195,54400,-53500
036530,036530,S&T홀딩스,-13000,2020,13150,-12900
036570,036570,엔씨소프트,447000,84523,450000,-443000
036580,036580,팜스코,8050,41726,8100,-7980
037270,037270,YG PLUS,-2105,101044,2130,-2095
037560,037560,CJ헬로,-9550,1138333,9960,-9450
037710,037710,광주신세계,-203500,194,207000,-203000
039130,039130,하나투어,66900,167879,67000,65900
039490,039490,키움증권,81900,124559,83200,81400
039570,039570,HDC아이콘트롤스,10950,61634,11050,-10550
041650,041650,상신브레이크,-4320,34065,-4345,-4290
042660,042660,대우조선해양,32100,534796,32250,31300
042670,042670,두산인프라코어,7570,2974985,7620,7500
042700,042700,한미반도체,8760,159891,8890,-8700
044380,044380,주연테크,468,9084829,492,-428
044450,044450,KSS해운,6850,35644,6890,-6720
044820,044820,코스맥스비티아이,-22000,67405,22700,-21700
047040,047040,대우건설,5160,907591,5190,-5120
047050,047050,포스코대우,19350,218548,19350,19100
047400,047400,유니온머티리얼,2015,99479,2015,-1990
047810,047810,한국항공우주,36100,730462,36100,35300
049770,049770,동원F&B,-277500,3435,281000,-276500
049800,049800,우진플라임,-6530,166467,-6810,-6410
051600,051600,한전KPS,35650,649765,35750,33800
051630,051630,진양화학,-5590,420404,5940,-5410
051900,051900,LG생활건강,1251000,32979,1260000,-1220000
051905,051905,LG생활건강우,712000,817,719000,699000
051910,051910,LG화학,391000,391159,395000,382000
051915,051915,LG화학우,213500,14226,216500,210500
052690,052690,한전기술,26400,72758,26800,-25850
053210,053210,스카이라이프,-11350,44887,11550,-11300
053690,053690,한미글로벌,-13350,294642,13800,-13200
055490,055490,테이팩스,22600,17529,22800,-22300
055550,055550,신한지주,-43600,844561,44100,-43550
057050,057050,현대홈쇼핑,105000,12380,106000,-104000
058430,058430,포스코강판,20450,2721,20600,-20400
058650,058650,세아홀딩스,-95800,961,96300,-95000
058730,058730,다스코,-9930,461413,10200,-9800
058850,058850,KTcs,2560,147387,2575,-2550
058860,058860,케이티스,-2830,246120,2875,-2800
060980,060980,한라홀딩스,42950,18846,43100,-42300
063160,063160,종근당바이오,23200,30839,23250,22600
064350,064350,현대로템,28300,530152,28500,-28050
064960,064960,S&T모티브,-34000,36875,-34400,-33600
066570,066570,LG전자,72000,585460,73400,-71100
066575,066575,LG전자우,29200,41771,29350,28900
067830,067830,세이브존I&C,-3875,50105,3985,-3840
068270,068270,셀트리온,212000,304258,213500,210500
068290,068290,삼성출판사,16700,210534,17000,16500
068400,068400,AJ렌터카,-11900,114639,12050,-11800
069260,069260,휴켐스,21950,60079,22250,-21800
069460,069460,대호에이엘,5420,0,0,0
069500,069500,KODEX 200,29040,5345033,29140,28915
069620,069620,대웅제약,203000,33912,204000,-201000
069640,069640,한세엠케이,7990,7700,8040,-7920
069660,069660,KOSEF 200,29410,21464,29490,29270
069730,069730,DSR제강,6760,1363434,6970,6480
069960,069960,현대백화점,95000,52678,95800,-93700
070960,070960,용평리조트,11650,2928205,11700,-10800
071050,071050,한국금융지주,62000,223516,62200,60900
071055,071055,한국금융지주우,36150,3741,36250,36000
071090,071090,하이스틸,-30700,19379,31000,-30500
071320,071320,지역난방공사,58300,16045,58500,-57200
071840,071840,롯데하이마트,47800,75976,47800,47200
071950,071950,코아스,-1905,1340526,1980,-1865
071970,071970,STX중공업,6560,76889,6720,-6530
072130,072130,유엔젤,4730,858635,4860,4385
072710,072710,농심홀딩스,83000,4686,83200,-82100
073240,073240,금호타이어,5050,298934,5070,-5000
074610,074610,나노메딕스,-6690,302107,6850,-6600
075180,075180,새론오토모티브,-5340,1529,5360,-5280
075580,075580,세진중공업,4565,201433,4640,-4450
077500,077500,유니퀘스트,7500,43299,7630,-7440
077970,077970,STX엔진,-7710,26816,7960,-7660
078000,078000,텔코웨어,-14000,25309,14200,-13900
078520,078520,에이블씨엔씨,12350,233423,12850,-12200
078930,078930,GS,54000,118312,54500,53800
078935,078935,GS우,36600,3367,36700,36550
079160,079160,CJ CGV,42000,275628,42000,-40000
079430,079430,현대리바트,21000,321187,21000,19600
079440,079440,오렌지라이프,-34000,125164,34500,-33800
079550,079550,LIG넥스원,38400,229142,38500,-36800
079660,079660,사조해표,10350,40140,10400,-10200
079980,079980,휴비스,8350,521504,8350,7900
081000,081000,일진다이아,-37350,184821,38350,-36750
081660,081660,휠라코리아,48950,559613,49300,48100
082640,082640,동양생명,5130,252308,5160,-5020
082740,082740,HSD엔진,4615,435047,4670,-4495
083370,083370,동북아12호,5000,0,0,0
083380,083380,동북아13호,-5010,100,-5010,-5010
083420,083420,그린케미칼,3705,21170,3705,3645
084010,084010,대한제강,-6650,81225,6900,-6630
084670,084670,동양고속,27500,767,27950,-27450
084680,084680,이월드,2570,1370015,2650,-2550
084690,084690,대상홀딩스,-8210,29290,8280,-8140
084695,084695,대상홀딩스우,-5760,1504,5850,-5760
084870,084870,TBH글로벌,2775,101185,2810,-2740
085310,085310,엔케이,-2110,1424580,2145,-2090
085620,085620,미래에셋생명,-5020,128353,5060,-4975
086280,086280,현대글로비스,138500,64989,139500,-136000
086790,086790,하나금융지주,39800,750676,39850,-39500
088260,088260,이리츠코크렙,-4795,49545,-4805,-4795
088350,088350,한화생명,4285,1280462,4320,4255
088790,088790,진도,-4695,13389,4705,-4665
088980,088980,맥쿼리인프라,-9970,562939,10000,-9960
089470,089470,HDC현대EP,-4860,84015,4905,-4830
089590,089590,제주항공,33800,66534,34050,-33350
090080,090080,평화산업,-2560,398276,2615,-2540
090350,090350,노루페인트,-8940,118656,9130,-8920
090355,090355,노루페인트우,12900,194625,13200,-11900
090370,090370,메타랩스,-1755,190539,1775,-1750
090430,090430,아모레퍼시픽,185000,268841,187000,181000
090435,090435,아모레퍼시픽우,102500,9685,103500,-100000
091090,091090,세원셀론텍,-3985,395091,4095,-3980
091160,091160,KODEX 반도체,21190,8555,21320,21055
091170,091170,KODEX 은행,7985,97055,7985,-7950
091180,091180,KODEX 자동차,-14320,7212,14395,-14185
091210,091210,TIGER KRX100,46535,0,0,0
091220,091220,TIGER 은행,8180,1519,8200,8170
091230,091230,TIGER 반도체,21550,114342,21715,21380
091810,091810,티웨이항공,-7390,161166,7590,-7390
092200,092200,디아이씨,-7100,70536,7280,-7030
092220,092220,KEC,1240,932451,1250,-1230
